sku_id,category,product_name,scenario_order_lines,scenario_units_ordered,scenario_units_fulfilled,scenario_stockout_orders,scenario_unfulfilled_value_rupees,scenario_fulfilled_revenue_rupees,scenario_fill_rate_pct,data_origin,priority_rank,priority_score
381,Cooking Essentials,Popular Essentials Urad Gola White(Un-Polished),4,4,4,0,0.0,324.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
383,Cooking Essentials,Delight Nuts Cashew Roasted & Salted,1,2,2,0,0.0,680.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
385,Cooking Essentials,Dlicia Whip Topping Bottle,3,4,4,0,0.0,684.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
386,Cooking Essentials,Mother's Recipe Paste Ginger & Garlic,2,4,4,0,0.0,272.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
388,Cooking Essentials,Satyam Pulses Masur Dal,4,8,8,0,0.0,648.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
391,Cooking Essentials,Hershey's Cocoa Powder,2,2,2,0,0.0,190.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
392,Cooking Essentials,Praakritik Organic Singhara Atta,2,2,2,0,0.0,450.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
393,Cooking Essentials,Gits Veg Biryani Ready to Eat,1,1,1,0,0.0,99.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
394,Cooking Essentials,Delight Nuts Cranberries Sliced,2,3,3,0,0.0,717.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
395,Cooking Essentials,Borges Durum Wheat Pasta Superior Quality,2,4,4,0,0.0,596.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
397,Cooking Essentials,Popular Essentials Sattu Atta,4,5,5,0,0.0,395.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
399,Cooking Essentials,Praakritik Organic Extra Virgin Coconut Oil,1,1,1,0,0.0,134.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
400,Cooking Essentials,Praakritik Organic Garlic Powder,1,2,2,0,0.0,216.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
401,Cooking Essentials,Sugarfree Gold Low Calorie Sweetner,3,5,5,0,0.0,590.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
403,Cooking Essentials,Kitchens Of India Mutter Paneer,1,1,1,0,0.0,124.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
404,Cooking Essentials,Ching's Secret Veg Manchurian Masala,4,7,7,0,0.0,308.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
405,Cooking Essentials,Popular Essentials Jowa Flour,1,1,1,0,0.0,49.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
406,Cooking Essentials,Everest Shahi Biryani Masala,3,9,9,0,0.0,2205.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
410,Cooking Essentials,Popular Essentials Tamarind,2,4,4,0,0.0,512.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
411,Cooking Essentials,Gits Rice Dosa Instant Breakfast Mix,3,5,5,0,0.0,285.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
412,Cooking Essentials,Popular Essentials Poppy Seeds (Gasagase),3,3,3,0,0.0,780.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
413,Cooking Essentials,Hershey's Hot Chocolate Powder,1,1,1,0,0.0,210.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
414,Cooking Essentials,Borges Farfalle Durum Wheat Pasta,4,6,6,0,0.0,1500.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
416,Cooking Essentials,Aashirvaad Instant Mix - Rice Dosa,2,5,5,0,0.0,260.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
418,Cooking Essentials,Weikfield Veg Jelly Crystals - Mango,5,11,11,0,0.0,484.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
419,Cooking Essentials,Praakritik Orrganic Cold Pressed Sesame Oil,4,8,8,0,0.0,936.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
422,Cooking Essentials,Flying Bird Butter Scotch Essence,1,2,2,0,0.0,98.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
423,Cooking Essentials,Dabur Hommade - Ginger Paste,2,4,4,0,0.0,188.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
425,Cooking Essentials,Quaker Oats Pouch,1,2,2,0,0.0,496.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
426,Cooking Essentials,24 Mantra Organic Urad White Whole,2,2,2,0,0.0,244.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
428,Cooking Essentials,Popular Essentials Moth Whole,4,7,7,0,0.0,567.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
429,Cooking Essentials,Keya Pizza Seasoning,1,1,1,0,0.0,90.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
430,Cooking Essentials,Keya Piri Piri | Exotic Spices Mix,3,4,4,0,0.0,348.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
431,Cooking Essentials,24 Mantra Organic Moong Dal,2,3,3,0,0.0,375.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
432,Cooking Essentials,Betty Crocker French Vanilla Cake Mix,3,8,8,0,0.0,2208.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
435,Cooking Essentials,Tong Garden Salted Cocktail Nuts,3,5,5,0,0.0,1330.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
437,Cooking Essentials,Gits Khaman Dhokla Instant Snack Mix,1,1,1,0,0.0,61.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
440,Cooking Essentials,Dabur Hommade - Ginger Garlic Past Tub,3,5,5,0,0.0,520.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
441,Cooking Essentials,Everest Chicken Masala,3,5,5,0,0.0,660.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
442,Cooking Essentials,Gits Medu Vada Instant Snack Mix,1,1,1,0,0.0,86.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
443,Cooking Essentials,Weikfield Drinking Chocolate Powder,4,5,5,0,0.0,290.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
444,Cooking Essentials,Popular Essentials Regular White Lobia,1,3,3,0,0.0,189.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
445,Cooking Essentials,Puro Healthy Salt Crystal,2,4,4,0,0.0,500.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
446,Cooking Essentials,Popular Essentials Premium Jeera Rice,4,4,4,0,0.0,560.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
447,Cooking Essentials,Smith & Jones Shahi Paneer Masala Mix,2,3,3,0,0.0,132.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
449,Cooking Essentials,Smith & Jones Pasta Masala,2,4,4,0,0.0,216.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
451,Cooking Essentials,Weikfield Cooker Cake Mix - Chocolate,2,3,3,0,0.0,267.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
452,Cooking Essentials,ITC Master Chef Butter Chicken,2,4,4,0,0.0,208.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
453,Cooking Essentials,Masala Oats Masala & Coriander,1,2,2,0,0.0,352.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
454,Cooking Essentials,Smith & Jones Mutter Paneer Masala,2,2,2,0,0.0,84.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
456,Cooking Essentials,Popular Essentials Fried Gram (Bengal Gram),3,5,5,0,0.0,315.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
457,Cooking Essentials,Gits Jalebi with Maker Dessert Mix,5,7,7,0,0.0,441.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
458,Cooking Essentials,Popular Essentials Soya Beans,1,1,1,0,0.0,75.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
459,Cooking Essentials,24 Mantra Organic Roasted Bengal Gram Dal,3,3,3,0,0.0,291.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
460,Cooking Essentials,Keya Italian Seasoning,3,5,5,0,0.0,490.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
461,Cooking Essentials,MTR Idli/Dosa/Chilly Chutney Powder,2,3,3,0,0.0,345.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
463,Cooking Essentials,Praakritik Organic Chilka Moong Dal,1,1,1,0,0.0,108.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
464,Cooking Essentials,Smith & Jones Garlic & Herbs Masala Mix,2,4,4,0,0.0,396.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
465,Cooking Essentials,Eastern Tamarind,1,1,1,0,0.0,63.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
466,Cooking Essentials,Tong Garden Wasabi Coated Greenpeas Tin,1,1,1,0,0.0,178.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
467,Cooking Essentials,Flying Bird Pineapple Artifical Food Essence,4,7,7,0,0.0,343.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
471,Cooking Essentials,Praakritik Organic Masoor Dal,2,4,4,0,0.0,464.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
473,Cooking Essentials,Popular Essentials Salted Murmure,2,3,3,0,0.0,171.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
474,Cooking Essentials,Oleev Active Oil (Pouch),1,1,1,0,0.0,239.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
475,Cooking Essentials,Delight Nuts Dried Blueberries,3,4,4,0,0.0,1728.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
476,Cooking Essentials,Popular Essentials Double Beans White,6,7,7,0,0.0,378.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
477,Cooking Essentials,Delight Nuts Almond Natural,1,2,2,0,0.0,558.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
478,Cooking Essentials,Praakritik Organic Jaggery,3,6,6,0,0.0,900.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
479,Cooking Essentials,Praakritik Organic Raw Sugar,1,1,1,0,0.0,84.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
480,Cooking Essentials,MTR Masala - Sambar Powder,3,3,3,0,0.0,345.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
481,Cooking Essentials,RRO Til Dil Premium Til Oil Bottle,4,6,6,0,0.0,972.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
482,Cooking Essentials,ITC Master Chef Vegetable Biryani Cooking Paste,3,4,4,0,0.0,208.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
484,Cooking Essentials,Praakritik Organic Besan,2,3,3,0,0.0,477.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
485,Cooking Essentials,MTR Instant Gulab Jamun Mix,1,3,3,0,0.0,528.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
487,Cooking Essentials,On1y Mixed Herbs,2,3,3,0,0.0,297.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
488,Cooking Essentials,Popular Essentials Urad Gola Black (Un-Polished),1,1,1,0,0.0,72.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
491,Cooking Essentials,Ceres Foods Nalli Nihari Instant Liquid Masala,4,7,7,0,0.0,770.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
493,Cooking Essentials,Suhana Biryani Masala,2,4,4,0,0.0,264.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
494,Cooking Essentials,On1y Black Salt Grinder,1,1,1,0,0.0,99.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
495,Cooking Essentials,Popular Essentials Nylon Til,2,4,4,0,0.0,156.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
498,Cooking Essentials,Praakritik Organic Jowar Atta,1,2,2,0,0.0,206.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
499,Cooking Essentials,Sugarfree Gold Low Calorie Sweetner,3,4,4,0,0.0,1004.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
500,Cooking Essentials,Epicurea Thai Jasmine Rice,3,6,6,0,0.0,1770.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
502,Cooking Essentials,RRO Primio Refined Groundnut (Jar),1,2,2,0,0.0,872.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
503,Cooking Essentials,Praakritik Organic Tuvar Dal,3,6,6,0,0.0,840.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
504,Cooking Essentials,Sugarfree Gold Low Calorie Sweetner,2,4,4,0,0.0,700.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
505,Cooking Essentials,Cantina Beans Mexican Beans,3,5,5,0,0.0,1065.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
506,Cooking Essentials,Pillsbury Oven Cake Mix - Vanilla,1,1,1,0,0.0,156.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
507,Cooking Essentials,Hershey's Chocolate Milk Booster,2,3,3,0,0.0,600.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
509,Cooking Essentials,Suhana Spice Mix - Chicken Biryani,1,2,2,0,0.0,132.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
510,Cooking Essentials,Praakritik Organic Yellow Moon Dal,1,1,1,0,0.0,135.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
514,Cooking Essentials,24 Mantra Organic Pancharatna Dal - Split,3,7,7,0,0.0,840.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
515,Cooking Essentials,24 Mantra Organic Cumin Powder,2,3,3,0,0.0,210.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
516,Cooking Essentials,Popular Essentials Samba Broken Wheat,4,7,7,0,0.0,623.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
518,Cooking Essentials,Borges Extra Light Olive Oil Bottle,1,2,2,0,0.0,2798.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
521,Cooking Essentials,Super Saver Kolam Rice Sortex Clean,1,1,1,0,0.0,630.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
522,Cooking Essentials,Flying Bird Food Essence - Kewra,2,2,2,0,0.0,100.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
523,Cooking Essentials,MTR Vada Breakfast,1,3,3,0,0.0,600.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,640,25
524,Cooking Essentials,On1y Pasta Seasoning,1,1,1,0,0.0,99.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
526,Cooking Essentials,On1y Pizza Seasoning,4,8,8,0,0.0,792.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
528,Cooking Essentials,Aashirvaad Svasti Cow Ghee Tetra Pack,2,3,3,0,0.0,885.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
530,Cooking Essentials,Praakritik Organic Kapli Wheat Atta,1,1,1,0,0.0,147.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
534,Cooking Essentials,Satyam Nighties Spices  Chilli Bore,3,3,3,0,0.0,240.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
535,Cooking Essentials,Weikfield Veg Jelly Crystals - Orange,2,4,4,0,0.0,176.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
536,Cooking Essentials,Praakritik Organic Jumbo Rolled Oats,3,5,5,0,0.0,845.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
538,Cooking Essentials,Delight Nuts Berries Mix,2,3,3,0,0.0,957.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
539,Cooking Essentials,Everest Kesari Milk Masala,2,2,2,0,0.0,410.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
540,Cooking Essentials,Praakritik Organic Ginger Powder,1,2,2,0,0.0,250.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
542,Cooking Essentials,On1y Salad Seasoning Grinder,2,6,6,0,0.0,834.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
608,Munchies,Maggi 2 Minute Masala Noodles,4,8,8,0,0.0,96.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
609,Munchies,iD Idli & Dosa Batter,3,6,6,0,0.0,408.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
610,Munchies,Tata Salt,3,3,3,0,0.0,72.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
614,Munchies,Aashirvaad Superior MP Atta,2,4,4,0,0.0,980.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
617,Munchies,Tata Salt Lite,4,5,5,0,0.0,180.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
618,Munchies,Saffola Gold Oil (Pouch),2,3,3,0,0.0,645.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
620,Munchies,Fortune Rice Bran (Pouch),3,5,5,0,0.0,995.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
621,Munchies,Saffola Active Oil,3,7,7,0,0.0,1470.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
623,Munchies,Aashirvaad Atta,2,2,2,0,0.0,798.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
625,Munchies,Amul Ghee (Tin),2,3,3,0,0.0,1527.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
627,Munchies,Popular Essentials Pure Jaggery,2,4,4,0,0.0,196.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
630,Munchies,Popular Essentials Sunflower Seeds,3,5,5,0,0.0,125.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
632,Munchies,Dhara Groundnut Oil (Pouch),1,2,2,0,0.0,406.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
637,Munchies,D'lecta Dairy Cream,5,6,6,0,0.0,306.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
640,Munchies,Ching's Secret Instant Schezwan Noodles,3,6,6,0,0.0,90.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
647,Munchies,Popular Essentials Refined Sugar,1,1,1,0,0.0,60.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
648,Munchies,Fortune Kachi Ghani Mustard Oil Bottle,1,1,1,0,0.0,199.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
649,Munchies,Saffola Veggie Twist Masala Oats,6,10,10,0,0.0,150.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
650,Munchies,Satyam Puffed Rice Kurmura (R),5,11,11,0,0.0,253.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
652,Munchies,Aashirvaad Select Sharbati Atta,1,1,1,0,0.0,283.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
653,Munchies,Popular Essentials Refined Sugar,3,4,4,0,0.0,1060.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
654,Munchies,Gowardhan Cow Ghee Pouch,1,3,3,0,0.0,1563.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
656,Munchies,Parachute Oil,6,9,9,0,0.0,333.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
657,Munchies,Popular Essentials Plain Puffed Rice (Murmura/Muri),1,1,1,0,0.0,18.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
660,Munchies,McCain New Mini Samosa with Cheese Pizza Style Filling,2,4,4,0,0.0,472.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
661,Munchies,Fortune Rice Bran Health Oil (Jar),2,3,3,0,0.0,3117.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
662,Munchies,Arden Desi Eggs,1,2,2,0,0.0,190.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
663,Munchies,Fortune Rozana Basmati Rice,1,1,1,0,0.0,462.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
664,Munchies,Fortune Biriyani Special Basmati Rice,1,1,1,0,0.0,175.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
665,Munchies,Everest Garam Masala,3,5,5,0,0.0,360.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
667,Munchies,Fortune Soya Health Refined Soybean Oil,1,1,1,0,0.0,206.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,630,25
668,Munchies,Gowardhan Pure Ghee Pouch,1,2,2,0,0.0,562.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
670,Munchies,Weikfield Baking Soda,8,12,12,0,0.0,348.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
673,Munchies,Amul Mithai Mate EOE Tin,2,3,3,0,0.0,327.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
674,Munchies,Pillsbury Chakki Fresh Atta,1,3,3,0,0.0,1125.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
677,Munchies,Borges Extra Virgin Olive Oil,1,3,3,0,0.0,897.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,600,25
678,Munchies,Everest Shahi Biryani Masala,2,2,2,0,0.0,120.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
679,Munchies,Popular Essentials Californian Almond,5,8,8,0,0.0,2008.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
681,Munchies,Everest Tikhalal Chilli Powder,1,1,1,0,0.0,212.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
682,Munchies,Popular Essentials Kabuli Chana Regular,2,3,3,0,0.0,231.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
683,Munchies,Pillsbury Chakki Fresh Atta,1,3,3,0,0.0,156.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
684,Munchies,Popular Essentials Saunf/Fennel Seeds,3,4,4,0,0.0,176.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
685,Munchies,Popular Essentials Bansi Sooji,1,1,1,0,0.0,34.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
686,Munchies,Happilo Premium International Queen Kalmi Dates,1,1,1,0,0.0,172.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
688,Munchies,Popular Essentials Cashew Split,1,1,1,0,0.0,283.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
689,Munchies,Popular Essentials Chana Dal (Un-Polished),2,3,3,0,0.0,162.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
690,Munchies,Tata Sampann Unpolished Rajma (Chitra),4,6,6,0,0.0,750.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
691,Munchies,Everest Garam Masala,1,3,3,0,0.0,123.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,940,20
694,Munchies,Nestle Milkmaid,1,3,3,0,0.0,384.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
695,Munchies,Popular Essentials Sona Masouri Steam Rice,2,3,3,0,0.0,177.0,100.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY,0,0
