order_id,sku_id,customer_id,dark_store_id,order_date,category,product_name,units_ordered,units_fulfilled,stockout_flag,substitution_accepted,selling_price_rupees,gross_demand_value_rupees,fulfilled_revenue_rupees,unfulfilled_value_rupees,delivery_minutes,data_origin
QCO-SCN-03273,2254,C01536,DS_05,2026-01-09,Chocolates & Candies,The Whole Truth Mini Protein Bar - Peanut Butter No Added Sugar,3,3,False,False,41.0,123.0,123.0,0.0,20.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03274,2534,C00671,DS_05,2026-01-13,Chocolates & Candies,Mother's Recipe Mixed Pickle,1,0,True,False,110.0,110.0,0.0,110.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03275,2511,C01193,DS_05,2026-01-20,Chocolates & Candies,Safal Frozen Corn,2,0,True,False,39.0,78.0,0.0,78.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03276,2883,C00818,DS_03,2026-01-11,Personal Care,L'Oreal Casting Creme Ebony Black Hair Color,2,2,False,False,550.0,1100.0,1100.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03277,1676,C00346,DS_04,2026-01-28,Packaged Food,Nestle Cerelac Baby Cereal with Milk 5 Grains & Vegetables from 18 to 24 Month,2,2,False,False,279.0,558.0,558.0,0.0,18.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03278,1851,C01226,DS_04,2026-01-19,Ice Cream & Desserts,Wingreens Cheesy Chipotle Sauce,2,2,False,False,50.0,100.0,100.0,0.0,12.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03279,1116,C00654,DS_01,2026-01-13,Munchies,Patanjali Pure Honey,2,0,True,False,95.0,190.0,0.0,190.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03280,297,C00279,DS_01,2026-01-09,Cooking Essentials,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,1,1,False,False,23.0,23.0,23.0,0.0,12.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03281,2338,C00401,DS_05,2026-01-09,Chocolates & Candies,Top Ramen Masala Oat Masala,2,2,False,False,72.0,144.0,144.0,0.0,20.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03282,70,C01479,DS_02,2026-01-02,Fruits & Vegetables,Guava Thai,2,0,True,False,59.0,118.0,0.0,118.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03283,917,C00937,DS_01,2026-01-03,Munchies,Kitchens Of India Mutter Paneer,1,1,False,False,124.0,124.0,124.0,0.0,12.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03284,265,C00767,DS_05,2026-01-24,Cooking Essentials,Saffola Yummy Masala Noodles,1,1,False,False,20.0,20.0,20.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03285,631,C01407,DS_02,2026-01-24,Munchies,Tata Sampann kabuli chana,3,0,True,True,183.0,549.0,0.0,549.0,21.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03286,2245,C00453,DS_04,2026-01-03,Chocolates & Candies,The Whole Truth Vegan Almond Choco Fudge Energy Bar No Sugar,3,3,False,False,48.0,144.0,144.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03287,2213,C00272,DS_04,2026-01-17,Chocolates & Candies,Ching's Red Chilli Sauce,3,3,False,False,55.0,165.0,165.0,0.0,13.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03288,1437,C00178,DS_03,2026-01-10,Packaged Food,Ching's Red Chilli Sauce,1,1,False,False,55.0,55.0,55.0,0.0,18.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03289,253,C00184,DS_04,2026-01-21,Cooking Essentials,Flying Bird Vanilla Essence,3,3,False,False,34.0,102.0,102.0,0.0,18.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03290,1475,C01666,DS_03,2026-01-18,Packaged Food,Veeba English Mustard,3,0,True,True,69.0,207.0,0.0,207.0,26.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03291,1211,C01622,DS_03,2026-01-24,"Dairy, Bread & Batter",Go Processed Cheese Block,2,2,False,False,119.0,238.0,238.0,0.0,18.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03292,2576,C00727,DS_01,2026-01-19,"Meats, Fish & Eggs",Godrej Yummiez Chilli Chicken Sausages,1,0,True,False,144.0,144.0,0.0,144.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03293,2030,C00851,DS_01,2026-01-06,Ice Cream & Desserts,Ching's Secret Tomato Oats Instant Soup,1,1,False,False,15.0,15.0,15.0,0.0,12.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03294,1714,C00687,DS_04,2026-01-20,Packaged Food,Ching's Secret Schezwan Instant Noodle,1,1,False,False,114.0,114.0,114.0,0.0,11.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03295,1691,C00987,DS_05,2026-01-26,Packaged Food,MTR Dal Fry,1,1,False,False,110.0,110.0,110.0,0.0,18.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03296,3598,C00325,DS_01,2026-01-30,Home & Cleaning,Om Bhakti Camphor Small,1,1,False,False,71.0,71.0,71.0,0.0,20.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03297,2668,C01187,DS_02,2026-01-22,Biscuits,Britannia Treat Burst Choco Creme Fills,1,0,True,False,30.0,30.0,0.0,30.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03298,1737,C00912,DS_02,2026-01-13,Packaged Food,Ching's Secret Veg Hakka Noodles,1,0,True,True,107.0,107.0,0.0,107.0,22.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03299,1659,C01645,DS_01,2026-01-16,Packaged Food,Knorr Sweet Corn Chicken Soup,1,0,True,False,55.0,55.0,0.0,55.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03300,53,C00576,DS_03,2026-01-05,Fruits & Vegetables,Beans Broad,1,1,False,False,35.0,35.0,35.0,0.0,20.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03301,3500,C01371,DS_05,2026-01-20,Home & Cleaning,Shubh kart - Nirmal 5 in 1 Agarbatti Zipper - 150g,1,1,False,False,56.0,56.0,56.0,0.0,20.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03302,1096,C00299,DS_04,2026-01-05,Munchies,Everest Amchur Powder,2,0,True,False,41.0,82.0,0.0,82.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03303,844,C00167,DS_05,2026-01-08,Munchies,The Bake Shop Bread Crumbs,3,3,False,False,47.0,141.0,141.0,0.0,21.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03304,3730,C01356,DS_03,2026-01-16,Health & Hygiene,Whisper Bindazzz Night Sanitary Pads XL Plus,2,0,True,True,185.0,370.0,0.0,370.0,22.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03305,2570,C01599,DS_04,2026-01-15,"Meats, Fish & Eggs",Suguna Heart- Omega3,1,1,False,False,62.0,62.0,62.0,0.0,15.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03306,100,C01617,DS_05,2026-01-12,Cooking Essentials,Aashirvaad Superior MP Atta,1,1,False,False,245.0,245.0,245.0,0.0,15.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03307,156,C00106,DS_03,2026-01-20,Cooking Essentials,Weikfield Baking Soda,1,1,False,False,29.0,29.0,29.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03308,51,C00635,DS_04,2026-01-28,Fruits & Vegetables,Mixed Sprouts,2,2,False,False,29.0,58.0,58.0,0.0,15.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03309,2121,C00852,DS_01,2026-01-28,Ice Cream & Desserts,Ching's Chow Mein Hakka Noodles Masala,1,0,True,False,10.0,10.0,0.0,10.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03310,190,C00516,DS_05,2026-01-16,Cooking Essentials,Quaker Oats,2,2,False,False,184.0,368.0,368.0,0.0,14.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03311,3466,C00538,DS_05,2026-01-17,Home & Cleaning,Oxi Green Phenyl - Pine,1,1,False,False,74.0,74.0,74.0,0.0,13.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03312,3478,C00673,DS_03,2026-01-14,Home & Cleaning,Gala Cloth Poccha/Mop,2,2,False,False,113.0,226.0,226.0,0.0,22.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03313,1892,C00045,DS_01,2026-01-27,Ice Cream & Desserts,Veeba Thousand Island Dressing,1,1,False,False,137.0,137.0,137.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03314,2178,C01665,DS_02,2026-01-26,Chocolates & Candies,McCain Potato Cheese Shotz,1,1,False,False,124.0,124.0,124.0,0.0,26.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03315,979,C00542,DS_02,2026-01-02,Munchies,Eastern Tamarind,1,1,False,False,63.0,63.0,63.0,0.0,18.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03316,163,C01051,DS_05,2026-01-24,Cooking Essentials,Borges Extra Virgin Olive Oil,1,0,True,False,299.0,299.0,0.0,299.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03317,2627,C01422,DS_01,2026-01-01,Biscuits,Britannia Good Day Chunky Cookies,2,2,False,False,42.5,85.0,85.0,0.0,13.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03318,285,C00299,DS_01,2026-01-22,Cooking Essentials,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,3,0,True,False,25.0,75.0,0.0,75.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03319,236,C00372,DS_05,2026-01-11,Cooking Essentials,24 Mantra Red Chilly Whole,1,0,True,True,65.0,65.0,0.0,65.0,21.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03320,1065,C01139,DS_05,2026-01-16,Munchies,Aashirvaad Iodised Salt,1,0,True,True,19.0,19.0,0.0,19.0,18.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03321,24,C01789,DS_02,2026-01-24,Fruits & Vegetables,Mint Leaves,2,2,False,False,9.0,18.0,18.0,0.0,15.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03322,1478,C00723,DS_01,2026-01-08,Packaged Food,The Whole Truth Mini Protein Bar - Peanut Butter No Added Sugar,1,1,False,False,41.0,41.0,41.0,0.0,19.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03323,2524,C01641,DS_05,2026-01-04,Chocolates & Candies,Chef's Basket Durum Wheat Penne Pasta,1,0,True,True,80.0,80.0,0.0,80.0,23.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03324,2797,C00032,DS_05,2026-01-18,Personal Care,Patanjali Saundarya Aloe Vera Gel,2,2,False,False,90.0,180.0,180.0,0.0,12.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03325,2137,C01327,DS_04,2026-01-26,Ice Cream & Desserts,Dabur Hommade - Imli Sauce Saunth,2,0,True,False,18.0,36.0,0.0,36.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03326,3031,C01746,DS_04,2026-01-04,Personal Care,Pantene Silky Smooth Care Shampoo,1,1,False,False,210.0,210.0,210.0,0.0,19.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03327,1396,C01343,DS_05,2026-01-12,Packaged Food,Saffola Veggie Twist Masala Oats,1,1,False,False,15.0,15.0,15.0,0.0,15.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03328,3043,C00207,DS_04,2026-01-17,Personal Care,Colgate Sensitive Plus Anticavity Toothpaste,2,2,False,False,126.0,252.0,252.0,0.0,14.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03329,1775,C00021,DS_01,2026-01-07,Ice Cream & Desserts,McCain Veggie Fingers,1,1,False,False,111.0,111.0,111.0,0.0,19.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03330,744,C00745,DS_04,2026-01-26,Munchies,Satyam Puffed Rice Kurmura (A),1,1,False,False,43.0,43.0,43.0,0.0,8.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03331,3508,C01006,DS_01,2026-01-18,Home & Cleaning,Origami Disposable Spoons,2,2,False,False,72.0,144.0,144.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03332,915,C01184,DS_01,2026-01-16,Munchies,Sugarfree Gold Low Calorie Sweetner,2,2,False,False,118.0,236.0,236.0,0.0,24.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03333,52,C01671,DS_03,2026-01-05,Fruits & Vegetables,Zucchini Green,1,0,True,False,29.0,29.0,0.0,29.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03334,802,C01055,DS_02,2026-01-03,Munchies,Popular Essentials Chiroti Sooji,3,3,False,False,34.0,102.0,102.0,0.0,20.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03335,1260,C00483,DS_03,2026-01-05,Beverages,Gowardhan Classic Block Fresh Paneer,3,3,False,False,81.0,243.0,243.0,0.0,19.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03336,1204,C00008,DS_02,2026-01-01,"Dairy, Bread & Batter",Funfoods Peanut Butter Crunchy,3,0,True,False,156.0,468.0,0.0,468.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03337,1825,C01679,DS_05,2026-01-17,Ice Cream & Desserts,Ching's Red Chilli Sauce,1,1,False,False,55.0,55.0,55.0,0.0,19.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03338,3200,C01095,DS_05,2026-01-26,Paan Corner,Pampers Premium Care Pants - Large,3,0,True,True,899.0,2697.0,0.0,2697.0,25.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03339,981,C01222,DS_05,2026-01-23,Munchies,Flying Bird Pineapple Artifical Food Essence,2,2,False,False,49.0,98.0,98.0,0.0,12.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03340,1816,C01310,DS_03,2026-01-07,Ice Cream & Desserts,The Whole Truth Mini Protein Bar - Coconut Cocoa No Added Sugar,3,3,False,False,41.0,123.0,123.0,0.0,14.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03341,1162,C01441,DS_03,2026-01-06,"Dairy, Bread & Batter",Arden Desi Eggs,1,0,True,False,95.0,95.0,0.0,95.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03342,2894,C01529,DS_01,2026-01-16,Personal Care,Engage M4 Perfume Spray For Men,1,1,False,False,180.0,180.0,180.0,0.0,21.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03343,489,C01566,DS_05,2026-01-24,Cooking Essentials,Gits Dessert Mix China Grass Bombay Halwa,1,1,False,False,55.0,55.0,55.0,0.0,15.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03344,292,C00332,DS_02,2026-01-24,Cooking Essentials,Popular Essentials Black Pepper,3,3,False,False,90.0,270.0,270.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03345,1761,C00534,DS_02,2026-01-16,Packaged Food,Maggi Special Masala Spicy Yummy Noodles,1,0,True,True,72.0,72.0,0.0,72.0,18.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03346,2367,C00067,DS_05,2026-01-08,Chocolates & Candies,Kellogg's Crunchy Bites Chocos,3,3,False,False,171.0,513.0,513.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03347,2774,C00220,DS_05,2026-01-15,Personal Care,Godrej Nupur – 100% Pure Henna (Mehendi),1,1,False,False,10.0,10.0,10.0,0.0,21.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03348,2075,C01700,DS_05,2026-01-23,Ice Cream & Desserts,Del Monte Red Chili Sauce,1,1,False,False,55.0,55.0,55.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03349,2712,C00762,DS_01,2026-01-27,Biscuits,Good Day Butter Cookies,1,0,True,True,10.0,10.0,0.0,10.0,20.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03350,1350,C01225,DS_05,2026-01-03,Beverages,Yoga Bar Peanut Butter Dark Chocolate Jar,1,1,False,False,249.0,249.0,249.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03351,67,C01018,DS_03,2026-01-24,Fruits & Vegetables,Papaya Cut,1,0,True,False,39.0,39.0,0.0,39.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03352,331,C00819,DS_01,2026-01-23,Cooking Essentials,Popular Essentials Horse Gram,1,1,False,False,36.0,36.0,36.0,0.0,13.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03353,81,C00293,DS_01,2026-01-07,Fruits & Vegetables,Zama Organics Carrot,1,1,False,False,17.0,17.0,17.0,0.0,22.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03354,1131,C01306,DS_04,2026-01-02,"Dairy, Bread & Batter",Gowardhan Classic Block Fresh Paneer,2,2,False,False,81.0,162.0,162.0,0.0,24.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03355,1732,C01354,DS_05,2026-01-10,Packaged Food,The Whole Truth Peanut Butter - Unsweetened & Crunchy,1,0,True,False,148.0,148.0,0.0,148.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03356,1226,C00283,DS_03,2026-01-09,"Dairy, Bread & Batter",Amul Lactose Free Milk,2,0,True,True,24.0,48.0,0.0,48.0,23.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03357,1949,C00579,DS_04,2026-01-04,Ice Cream & Desserts,Mother's Recipe Madras Appalam,1,0,True,False,45.0,45.0,0.0,45.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03358,1665,C01726,DS_04,2026-01-08,Packaged Food,Kitchens Of India Dal Makhani,1,0,True,False,77.0,77.0,0.0,77.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03359,2395,C01538,DS_03,2026-01-06,Chocolates & Candies,MTR Roasted Vermicelli,1,1,False,False,55.0,55.0,55.0,0.0,15.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03360,2347,C01178,DS_05,2026-01-27,Chocolates & Candies,Veeba Carrot & Cucumber Sandwich Spread,1,1,False,False,76.0,76.0,76.0,0.0,15.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03361,1092,C01727,DS_02,2026-01-03,Munchies,Everest Sambhar Masala,1,0,True,True,33.0,33.0,0.0,33.0,29.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03362,1185,C01579,DS_02,2026-01-17,"Dairy, Bread & Batter",So Good Almond Milk - Natural Unsweetened,2,2,False,False,70.0,140.0,140.0,0.0,24.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03363,2055,C01107,DS_03,2026-01-10,Ice Cream & Desserts,Del Monte Green Chili Sauce,1,1,False,False,55.0,55.0,55.0,0.0,13.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03364,2108,C01003,DS_03,2026-01-26,Ice Cream & Desserts,Knorr International Mexican Tomato Corn Soup,1,1,False,False,61.0,61.0,61.0,0.0,11.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03365,1079,C01168,DS_02,2026-01-15,Munchies,Satyam Singdana,3,0,True,False,111.0,333.0,0.0,333.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03366,1136,C01442,DS_02,2026-01-18,"Dairy, Bread & Batter",Arden Eggs White,3,3,False,False,55.0,165.0,165.0,0.0,19.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03367,2465,C01729,DS_02,2026-01-12,Chocolates & Candies,Pantai Green Curry Paste,3,3,False,False,56.0,168.0,168.0,0.0,22.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03368,2272,C00590,DS_03,2026-01-25,Chocolates & Candies,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,1,1,False,False,45.0,45.0,45.0,0.0,13.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03369,401,C00541,DS_04,2026-01-21,Cooking Essentials,Sugarfree Gold Low Calorie Sweetner,2,2,False,False,118.0,236.0,236.0,0.0,20.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03370,1500,C00240,DS_02,2026-01-17,Packaged Food,Ching's Secret Mix Veg Instant Soup,1,1,False,False,10.0,10.0,10.0,0.0,14.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03371,3250,C00019,DS_04,2026-01-12,Paan Corner,Sunsilk Lusciously Thick & Long Shampoo,3,3,False,False,234.0,702.0,702.0,0.0,19.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03372,76,C00637,DS_02,2026-01-14,Fruits & Vegetables,Banana Red,1,0,True,False,45.0,45.0,0.0,45.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03373,3079,C00450,DS_01,2026-01-08,Personal Care,Stayfree Secure Cottony Soft Cover Sanitary Pad (Regular) with Wings,1,0,True,False,29.0,29.0,0.0,29.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03374,515,C01615,DS_02,2026-01-20,Cooking Essentials,24 Mantra Organic Cumin Powder,2,2,False,False,70.0,140.0,140.0,0.0,19.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03375,1777,C00878,DS_05,2026-01-09,Ice Cream & Desserts,Whiskas Wet  Meal (Adult - Cat Food)  Chicken in Gravy,2,2,False,False,34.0,68.0,68.0,0.0,16.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03376,1448,C01257,DS_02,2026-01-09,Packaged Food,Safal Frozen - Mixed Vegetables,3,0,True,False,105.0,315.0,0.0,315.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03377,19,C00374,DS_04,2026-01-14,Fruits & Vegetables,Broccoli,1,1,False,False,30.0,30.0,30.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03378,3374,C00822,DS_03,2026-01-28,Paan Corner,Chik Hairfall Prevent Egg Shampoo,1,0,True,False,178.0,178.0,0.0,178.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03379,1554,C01457,DS_04,2026-01-14,Packaged Food,Figaro Sliced Black Olive,1,1,False,False,179.0,179.0,179.0,0.0,25.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03380,3549,C00424,DS_04,2026-01-28,Home & Cleaning,Shubh kart - Surabhi Camphor Pouch 50g,1,1,False,False,86.0,86.0,86.0,0.0,23.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03381,961,C00709,DS_05,2026-01-16,Munchies,Smith & Jones Shahi Paneer Masala Mix,1,1,False,False,44.0,44.0,44.0,0.0,16.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03382,3124,C01077,DS_05,2026-01-03,Paan Corner,Veet Sensitive Skin Hair Removal Cream,1,1,False,False,128.0,128.0,128.0,0.0,20.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03383,3415,C00362,DS_02,2026-01-18,Paan Corner,Pantene Hairfall Control Conditioner,1,1,False,False,178.0,178.0,178.0,0.0,25.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03384,1934,C01068,DS_02,2026-01-28,Ice Cream & Desserts,Ching's Secret Lemon Coriander Instant Soup,1,1,False,False,15.0,15.0,15.0,0.0,22.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03385,672,C01107,DS_02,2026-01-27,Munchies,Tata Sampann Unpolished Chana Dal,1,0,True,False,89.0,89.0,0.0,89.0,,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03386,2427,C00956,DS_04,2026-01-06,Chocolates & Candies,Kitchens Of India Murgh Methi,2,2,False,False,154.0,308.0,308.0,0.0,17.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
QCO-SCN-03387,1905,C00299,DS_03,2026-01-09,Ice Cream & Desserts,Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodle,2,2,False,False,32.0,64.0,64.0,0.0,10.0,SIMULATED_SCENARIO_NOT_ACTUAL_ORDER_HISTORY
