product_name,sku_rows,category_count,categories,min_mrp_rupees,max_mrp_rupees
Himalaya Anti Dandruff Shampoo,6,2,"Paan Corner, Personal Care",140.0,260.0
Maggi Magic Cubes Extra Chicken,6,2,"Cooking Essentials, Munchies",40.0,199.0
Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil,6,2,"Paan Corner, Personal Care",185.0,399.0
Amul Butter - Pasteurised,4,2,"Beverages, Dairy, Bread & Batter",50.0,245.0
Amul Cheese Slices,4,2,"Beverages, Dairy, Bread & Batter",71.0,360.0
Amul Pure Ghee (Pouch),4,2,"Cooking Essentials, Munchies",255.0,505.0
Britannia Burger Bun with Sesame Seed,4,2,"Beverages, Dairy, Bread & Batter",15.0,30.0
Clean & Clear Foaming Face Wash,4,2,"Paan Corner, Personal Care",140.0,180.0
Dabur Ginger Garlic Paste,4,2,"Cooking Essentials, Munchies",25.0,50.0
Dabur Meswak Toothpaste,4,2,"Paan Corner, Personal Care",58.0,100.0
Dettol Antiseptic Liquid,4,2,"Health & Hygiene, Home & Cleaning",30.0,33.0
Dhara Filtered Groundnut Oil (Jar),4,2,"Cooking Essentials, Munchies",1050.0,1050.0
Dove Daily Shine Conditioner,4,2,"Paan Corner, Personal Care",90.0,190.0
Dove Daily Shine Shampoo,4,2,"Paan Corner, Personal Care",240.0,645.0
Everest Coriander Powder,4,2,"Cooking Essentials, Munchies",32.0,70.0
Everest Kesari Milk Masala,4,2,"Cooking Essentials, Munchies",205.0,205.0
Everest Pav Bhaji Masala,4,2,"Cooking Essentials, Munchies",37.0,70.0
Everest Shahi Biryani Masala,4,2,"Cooking Essentials, Munchies",70.0,245.0
Fiama Men's Refreshing Pulse Shower Gel,4,2,"Paan Corner, Personal Care",199.0,225.0
Fortune Soyabean Oil,4,2,"Cooking Essentials, Munchies",210.0,1005.0
Godrej No.1 Bathing Soap – Lime & Aloe Vera,4,2,"Paan Corner, Personal Care",100.0,149.0
Head & Shoulders Anti-Dandruff Smooth & Silky Shampoo,4,2,"Paan Corner, Personal Care",150.0,285.0
Himalaya Anti Hair Fall Shampoo,4,2,"Paan Corner, Personal Care",130.0,490.0
Himalaya Baby Lotion,4,2,"Paan Corner, Personal Care",165.0,300.0
Himalaya Baby Powder,4,2,"Paan Corner, Personal Care",80.0,235.0
Himalaya Gentle Baby Shampoo,4,2,"Paan Corner, Personal Care",170.0,320.0
Johnson's Baby Oil,4,2,"Paan Corner, Personal Care",115.0,200.0
Johnson's Baby Powder,4,2,"Paan Corner, Personal Care",143.0,235.0
Johnson's Baby Skincare Wipes,4,2,"Paan Corner, Personal Care",79.0,245.0
Johnson's Baby Soap,4,2,"Paan Corner, Personal Care",70.0,105.0
L'Oreal Paris Dream Lengths Conditioner,4,2,"Paan Corner, Personal Care",199.0,209.0
Listerine Cool Mint Mouthwash - Mild Taste,4,2,"Paan Corner, Personal Care",150.0,150.0
Listerine Fresh Burst Mouthwash,4,2,"Paan Corner, Personal Care",140.0,285.0
Listerine Original Mouthwash,4,2,"Paan Corner, Personal Care",55.0,150.0
Lux International Creamy White Soap Bar,4,2,"Paan Corner, Personal Care",35.0,70.0
Nestle A+ Nourish Dahi,4,2,"Beverages, Dairy, Bread & Batter",35.0,70.0
Pampers Active Baby Diapers New Born Extra Small,4,2,"Paan Corner, Personal Care",360.0,1099.0
Pantene Advanced Hair Fall Solution Shampoo - Total Damage Care,4,2,"Paan Corner, Personal Care",120.0,264.0
Pillsbury Atta/Godihittu - Chakki Fresh,4,2,"Cooking Essentials, Munchies",102.0,275.0
Pillsbury Chakki Fresh Atta,4,2,"Cooking Essentials, Munchies",52.0,450.0
Popular Essentials Ajwain Whole,4,2,"Cooking Essentials, Munchies",25.0,50.0
Popular Essentials Californian Almond,4,2,"Cooking Essentials, Munchies",350.0,695.0
Popular Essentials HMT Kolam Steam,4,2,"Cooking Essentials, Munchies",75.0,370.0
Popular Essentials Refined Sugar,4,2,"Cooking Essentials, Munchies",60.0,295.0
Popular Essentials Toor Dal (Un-Polished),4,2,"Cooking Essentials, Munchies",80.0,160.0
RRO Til Dil Premium Til Oil Bottle,4,2,"Cooking Essentials, Munchies",173.0,330.0
Savlon Moisture Shield Hand Wash,4,2,"Paan Corner, Personal Care",69.0,99.0
Smith & Jones Pasta Masala,4,2,"Cooking Essentials, Munchies",46.0,60.0
Sunsilk Lusciously Thick & Long Shampoo,4,2,"Paan Corner, Personal Care",249.0,555.0
TRESemme Smooth And Shine Conditioner,4,2,"Paan Corner, Personal Care",210.0,220.0
Tata Sampann Kala Chana,4,2,"Cooking Essentials, Munchies",64.0,125.0
Weikfield Baking Powder,4,2,"Cooking Essentials, Munchies",22.0,33.0
"""Maggi Magic Cubes, Vegetarian Masala (Free 2 Cubes Inside)""",2,2,"Cooking Essentials, Munchies",35.0,35.0
"""Maggi Magic Cubes, Vegetarian Masala""",2,2,"Cooking Essentials, Munchies",35.0,35.0
24 Mantra Bura Sugar (Demerara),2,2,"Cooking Essentials, Munchies",80.0,80.0
24 Mantra Groundnut Oil (Cold Pressed) Pet Bottle,2,2,"Cooking Essentials, Munchies",410.0,410.0
24 Mantra Mustard Oil (Cold Pressed),2,2,"Cooking Essentials, Munchies",350.0,350.0
24 Mantra Organic Besan,2,2,"Cooking Essentials, Munchies",95.0,95.0
24 Mantra Organic Black Pepper,2,2,"Cooking Essentials, Munchies",170.0,170.0
24 Mantra Organic Brown Sona Masoori Rice,2,2,"Cooking Essentials, Munchies",95.0,95.0
24 Mantra Organic Chana Dal,2,2,"Cooking Essentials, Munchies",95.0,95.0
24 Mantra Organic Cumin,2,2,"Cooking Essentials, Munchies",70.0,70.0
24 Mantra Organic Cumin Powder,2,2,"Cooking Essentials, Munchies",70.0,70.0
24 Mantra Organic Green Moong Dal - Split,2,2,"Cooking Essentials, Munchies",135.0,135.0
24 Mantra Organic Jaggery Powder,2,2,"Cooking Essentials, Munchies",80.0,80.0
24 Mantra Organic Jowar Flour,2,2,"Cooking Essentials, Munchies",70.0,70.0
24 Mantra Organic Masoor Dal - Split,2,2,"Cooking Essentials, Munchies",95.0,95.0
24 Mantra Organic Moong Dal,2,2,"Cooking Essentials, Munchies",135.0,135.0
24 Mantra Organic Pancharatna Dal - Split,2,2,"Cooking Essentials, Munchies",130.0,130.0
24 Mantra Organic Peanuts,2,2,"Cooking Essentials, Munchies",135.0,135.0
24 Mantra Organic Puffed Rice,2,2,"Cooking Essentials, Munchies",40.0,40.0
24 Mantra Organic Ragi Flour,2,2,"Cooking Essentials, Munchies",65.0,65.0
24 Mantra Organic Rajma,2,2,"Cooking Essentials, Munchies",145.0,145.0
24 Mantra Organic Red Poha,2,2,"Cooking Essentials, Munchies",75.0,75.0
24 Mantra Organic Roasted Bengal Gram Dal,2,2,"Cooking Essentials, Munchies",105.0,105.0
24 Mantra Organic Sattu Atta,2,2,"Cooking Essentials, Munchies",95.0,95.0
24 Mantra Organic Tur Dal,2,2,"Cooking Essentials, Munchies",260.0,260.0
24 Mantra Organic Tur Dal - Split,2,2,"Cooking Essentials, Munchies",130.0,130.0
24 Mantra Organic Urad White Whole,2,2,"Cooking Essentials, Munchies",145.0,145.0
24 Mantra Organic Wheat Daliya,2,2,"Cooking Essentials, Munchies",48.0,48.0
24 Mantra Organic Whole Wheat Atta,2,2,"Cooking Essentials, Munchies",64.0,64.0
24 Mantra Red Chilly Whole,2,2,"Cooking Essentials, Munchies",70.0,70.0
24 Mantra Sona Masuri Brown Rice,2,2,"Cooking Essentials, Munchies",475.0,475.0
24 Mantra Sunflower Oil (Cold Pressed) Pet Bottle,2,2,"Cooking Essentials, Munchies",390.0,390.0
24 Mantra Super Grain Quinoa,2,2,"Cooking Essentials, Munchies",190.0,190.0
24 Mantra Turmeric Powder,2,2,"Cooking Essentials, Munchies",35.0,35.0
Aashirvaad Atta,2,2,"Cooking Essentials, Munchies",460.0,460.0
Aashirvaad Atta With Mutigrains,2,2,"Cooking Essentials, Munchies",315.0,315.0
Aashirvaad Breakfast Instant Mix - Rice Idli,2,2,"Cooking Essentials, Munchies",75.0,75.0
Aashirvaad Instant Mix - Rice Dosa,2,2,"Cooking Essentials, Munchies",75.0,75.0
Aashirvaad Iodised Salt,2,2,"Cooking Essentials, Munchies",22.0,22.0
Aashirvaad Multigrain Atta,2,2,"Cooking Essentials, Munchies",64.0,64.0
Aashirvaad Select Atta,2,2,"Cooking Essentials, Munchies",64.0,64.0
Aashirvaad Select Sharbati Atta,2,2,"Cooking Essentials, Munchies",315.0,315.0
Aashirvaad Superior MP Atta,2,2,"Cooking Essentials, Munchies",250.0,250.0
Aashirvaad Superior MP Whole Wheat Atta,2,2,"Cooking Essentials, Munchies",53.0,53.0
Aashirvaad Svasti Cow Ghee Tetra Pack,2,2,"Cooking Essentials, Munchies",295.0,295.0
Amul Butter - Pasteurised (School Pack),2,2,"Beverages, Dairy, Bread & Batter",59.0,59.0
Amul Cheese - Block,2,2,"Beverages, Dairy, Bread & Batter",245.0,245.0
Amul Cheese - Pepper,2,2,"Beverages, Dairy, Bread & Batter",85.0,85.0
Amul Cheese - Processed Slices,2,2,"Beverages, Dairy, Bread & Batter",122.0,122.0
Amul Cheese Sauce Jalapeno,2,2,"Beverages, Dairy, Bread & Batter",75.0,75.0
Amul Cheese Sauce Mexican Salsa,2,2,"Beverages, Dairy, Bread & Batter",75.0,75.0
Amul Dark Compound Chocolate Slab,2,2,"Cooking Essentials, Munchies",125.0,125.0
Amul Frozen Malai Paneer,2,2,"Beverages, Dairy, Bread & Batter",75.0,75.0
Amul Ghee (Tin),2,2,"Cooking Essentials, Munchies",520.0,520.0
Amul Lactose Free Milk,2,2,"Beverages, Dairy, Bread & Batter",25.0,25.0
Amul Malai Paneer Fresh,2,2,"Beverages, Dairy, Bread & Batter",76.0,76.0
Amul Milk Compound Chocolate Slab,2,2,"Cooking Essentials, Munchies",110.0,110.0
Amul Mithai Mate EOE Tin,2,2,"Cooking Essentials, Munchies",112.0,112.0
Amul Pizza Cheese - Mozzarella,2,2,"Beverages, Dairy, Bread & Batter",100.0,100.0
Amul Pizza Cheese Processed,2,2,"Beverages, Dairy, Bread & Batter",109.0,109.0
Amul Processed Cheese Block,2,2,"Beverages, Dairy, Bread & Batter",106.0,106.0
Amul Processed Cheese Cubes,2,2,"Beverages, Dairy, Bread & Batter",106.0,106.0
Amul Safed Makkhan,2,2,"Beverages, Dairy, Bread & Batter",235.0,235.0
Amul Slim Trim Skimmed Milk,2,2,"Beverages, Dairy, Bread & Batter",75.0,75.0
Amul Taaza Toned Homogenised Milk,2,2,"Beverages, Dairy, Bread & Batter",66.0,66.0
Amul Unsalted Cooking Butter,2,2,"Beverages, Dairy, Bread & Batter",245.0,245.0
Axe Dark Temptation Men's Deodorant,2,2,"Paan Corner, Personal Care",210.0,210.0
Axe Pulse Men's Deodorant,2,2,"Paan Corner, Personal Care",210.0,210.0
Bajaj Almond Drops Hair Oil,2,2,"Paan Corner, Personal Care",67.0,67.0
Bajaj Almond Drops Hair Oil Bottle,2,2,"Paan Corner, Personal Care",130.0,130.0
Betty Crocker Chocolate Fudge Cake Mix,2,2,"Cooking Essentials, Munchies",295.0,295.0
Betty Crocker French Vanilla Cake Mix,2,2,"Cooking Essentials, Munchies",310.0,310.0
Betty Crocker Mug Treats - Chocolate Mix - Pack of 4,2,2,"Cooking Essentials, Munchies",200.0,200.0
Bio Nutrients Pure Diet Tofu Gold,2,2,"Beverages, Dairy, Bread & Batter",60.0,60.0
Bombay Shaving Company Charcoal Face Wash,2,2,"Paan Corner, Personal Care",249.0,249.0
Bombay Shaving Company Defender Razor,2,2,"Paan Corner, Personal Care",345.0,345.0
Borges Canola Oil Pet Bottle,2,2,"Cooking Essentials, Munchies",399.0,399.0
Borges Extra Light Olive Oil Bottle,2,2,"Cooking Essentials, Munchies",2600.0,2600.0
Borges Extra Virgin Olive Oil,2,2,"Cooking Essentials, Munchies",400.0,400.0
Britannia 100% Whole Wheat Bread,2,2,"Beverages, Dairy, Bread & Batter",45.0,45.0
Britannia Atta Kulcha,2,2,"Beverages, Dairy, Bread & Batter",30.0,30.0
Britannia Brown Bread,2,2,"Beverages, Dairy, Bread & Batter",42.0,42.0
Britannia Cheese Garlic Bread,2,2,"Beverages, Dairy, Bread & Batter",35.0,35.0
Britannia Fruit Bun,2,2,"Beverages, Dairy, Bread & Batter",17.0,17.0
Britannia Healthy Slice Sandwich Bread,2,2,"Beverages, Dairy, Bread & Batter",40.0,40.0
Britannia Multigrain Bread,2,2,"Beverages, Dairy, Bread & Batter",55.0,55.0
Britannia Pav,2,2,"Beverages, Dairy, Bread & Batter",22.0,22.0
Britannia Sandwich White Bread,2,2,"Beverages, Dairy, Bread & Batter",33.0,33.0
Cadbury Cocoa Powder,2,2,"Cooking Essentials, Munchies",223.0,223.0
Cadbury Hot Chocolate,2,2,"Cooking Essentials, Munchies",175.0,175.0
Catch Black Pepper Sprinkler,2,2,"Cooking Essentials, Munchies",100.0,100.0
Chik Hairfall Prevent Egg Shampoo,2,2,"Paan Corner, Personal Care",178.0,178.0
Ching's Paneer Chilli Masala,2,2,"Cooking Essentials, Munchies",44.0,44.0
Ching's Schezwan Fried Rice(Miracle Masala),2,2,"Cooking Essentials, Munchies",44.0,44.0
Ching's Secret Chicken 65 Masala - Chicken,2,2,"Cooking Essentials, Munchies",10.0,10.0
Ching's Secret Paneer Chilli Masala,2,2,"Cooking Essentials, Munchies",10.0,10.0
Ching's Secret Veg Manchurian Masala,2,2,"Cooking Essentials, Munchies",44.0,44.0
Ching's Veg Manchurian Masala,2,2,"Cooking Essentials, Munchies",10.0,10.0
Clean & Clear Morning Energy Aqua Splash Face Wash,2,2,"Paan Corner, Personal Care",145.0,145.0
Clean & Clear Morning Energy Berry Face Wash,2,2,"Paan Corner, Personal Care",155.0,155.0
Clean & Clear Morning Energy Lemon Face Wash,2,2,"Paan Corner, Personal Care",145.0,145.0
Clean & Clear Pimple Clearing Face Wash,2,2,"Paan Corner, Personal Care",130.0,130.0
Clinic Plus Strength & Shine Shampoo With Egg Protein,2,2,"Paan Corner, Personal Care",105.0,105.0
Clinic Plus Strong & Long Health Shampoo,2,2,"Paan Corner, Personal Care",499.0,499.0
Clove Sensitive Toothpaste with Anti-Sensitivity & Fluoride Formulation,2,2,"Paan Corner, Personal Care",160.0,160.0
Colgate Gentle Sensitive+ Toothbrush Pack Of 4,2,2,"Paan Corner, Personal Care",120.0,120.0
Colgate Herbal Toothpaste,2,2,"Paan Corner, Personal Care",114.0,114.0
Colgate Kids 0-2 Extra Soft Tooth Brush,2,2,"Paan Corner, Personal Care",30.0,30.0
Colgate Kids 2+ Years Extra Soft Toothbrush,2,2,"Paan Corner, Personal Care",20.0,20.0
"Colgate Kids Toothpaste - 6+ Years, Strawberry Flavour",2,2,"Paan Corner, Personal Care",93.0,93.0
Colgate Max Fresh Cooling Crystals Toothpaste,2,2,"Paan Corner, Personal Care",101.0,101.0
Colgate Max Fresh Peppermint Toothpaste,2,2,"Paan Corner, Personal Care",182.0,182.0
Colgate Max Fresh Plax Mouthwash - Fresh Mint,2,2,"Paan Corner, Personal Care",150.0,150.0
Colgate Plax Peppermint Mouthwash,2,2,"Paan Corner, Personal Care",150.0,150.0
Colgate Sensitive Everyday Protection Anticavity Toothpaste,2,2,"Paan Corner, Personal Care",75.0,75.0
Colgate Sensitive Plus Anticavity Toothpaste,2,2,"Paan Corner, Personal Care",140.0,140.0
Colgate Sensitive Plus Enamel Toothpaste Tube,2,2,"Paan Corner, Personal Care",140.0,140.0
Colgate Sensitive Soft Bristles Toothbrush,2,2,"Paan Corner, Personal Care",50.0,50.0
Colgate Slim Soft Charcoal Toothbrush,2,2,"Paan Corner, Personal Care",150.0,150.0
Colgate Toothpaste For Kids Motu Oatlu,2,2,"Paan Corner, Personal Care",93.0,93.0
Colgate Total 12 Whole Mouth Protection Toothpaste,2,2,"Paan Corner, Personal Care",120.0,120.0
Colgate Total Charcoal Anticavity Toothpaste,2,2,"Paan Corner, Personal Care",110.0,110.0
Colgate Visible White Toothpaste,2,2,"Paan Corner, Personal Care",115.0,115.0
Colgate Zig Zag Charcoal Medium Toothbrush 4 Pcs,2,2,"Paan Corner, Personal Care",99.0,99.0
Colgate Zig Zag Toothbrush,2,2,"Paan Corner, Personal Care",120.0,120.0
Colgate Zigzag Charcoal Soft Bristle Toothbrush - 4 Pcs,2,2,"Paan Corner, Personal Care",99.0,99.0
Comfy Baby Pants XL 12-17 kg,2,2,"Paan Corner, Personal Care",429.0,429.0
Cornitos Cornitos Taco Shells - 4 Inches,2,2,"Cooking Essentials, Munchies",110.0,110.0
Cornitos Peanut - Premium Salted,2,2,"Cooking Essentials, Munchies",120.0,120.0
D'lecta Cheddar Cheese,2,2,"Beverages, Dairy, Bread & Batter",199.0,199.0
D'lecta Cream Cheese,2,2,"Beverages, Dairy, Bread & Batter",169.0,169.0
D'lecta Natural Feta Cheese Block,2,2,"Beverages, Dairy, Bread & Batter",100.0,100.0
D'lecta Shredded Mozzarella Cheese,2,2,"Beverages, Dairy, Bread & Batter",100.0,100.0
Daawat Rozana Gold Basmati Rice,2,2,"Cooking Essentials, Munchies",90.0,90.0
Daawat Rozana Super Basmati Rice,2,2,"Cooking Essentials, Munchies",79.0,79.0
Daawat Super Basmati Rice,2,2,"Cooking Essentials, Munchies",185.0,185.0
Dabur 100% Pure Honey,2,2,"Cooking Essentials, Munchies",330.0,330.0
Dabur 100% Pure Honey - Worlds No.1,2,2,"Cooking Essentials, Munchies",430.0,430.0
Dabur Amla Hair Oil,2,2,"Paan Corner, Personal Care",88.0,88.0
Dabur Gulabari Premium Rose Water,2,2,"Paan Corner, Personal Care",48.0,48.0
Dabur Gulabari Rose Glow Face Cleanse,2,2,"Paan Corner, Personal Care",75.0,75.0
Dabur Gulabari Rose Water Daily Glow,2,2,"Paan Corner, Personal Care",80.0,80.0
Dabur Hommade - Garlic Paste,2,2,"Cooking Essentials, Munchies",50.0,50.0
Dabur Hommade - Ginger Garlic Past Tub,2,2,"Cooking Essentials, Munchies",110.0,110.0
Dabur Hommade - Ginger Paste,2,2,"Cooking Essentials, Munchies",50.0,50.0
Dabur Honey,2,2,"Cooking Essentials, Munchies",220.0,220.0
Dabur Honey - World's No.1,2,2,"Cooking Essentials, Munchies",120.0,120.0
Dabur Honey Squeezy,2,2,"Cooking Essentials, Munchies",185.0,185.0
Dabur Keora water - Authentic flavour for Biryani's and Desserts,2,2,"Cooking Essentials, Munchies",62.0,62.0
Delight Nuts Almond Natural,2,2,"Cooking Essentials, Munchies",349.0,349.0
Delight Nuts Berries Mix,2,2,"Cooking Essentials, Munchies",399.0,399.0
Delight Nuts Cashew Roasted & Salted,2,2,"Cooking Essentials, Munchies",425.0,425.0
Delight Nuts Cranberries Sliced,2,2,"Cooking Essentials, Munchies",299.0,299.0
Delight Nuts Dried Blueberries,2,2,"Cooking Essentials, Munchies",540.0,540.0
Delight Nuts Dried Cranberries,2,2,"Cooking Essentials, Munchies",340.0,340.0
Delight Nuts Pista Roasted & Salted,2,2,"Cooking Essentials, Munchies",425.0,425.0
Delight Nuts Trail Mix,2,2,"Cooking Essentials, Munchies",399.0,399.0
Dettol Antiseptic Disinfectant Liquid,2,2,"Health & Hygiene, Home & Cleaning",66.0,66.0
Dettol Effective Protection Antiseptic Liquid,2,2,"Health & Hygiene, Home & Cleaning",116.0,116.0
Dettol Intense Cool Soap (B4G1),2,2,"Paan Corner, Personal Care",260.0,260.0
Dettol Lather Shaving Cream,2,2,"Paan Corner, Personal Care",75.0,75.0
Dettol Liquid Handwash With Free Liquid,2,2,"Paan Corner, Personal Care",99.0,99.0
Dettol Original Germ Protection Bathing Soap Bar,2,2,"Paan Corner, Personal Care",166.0,166.0
Dettol Original Liquid Handwash,2,2,"Paan Corner, Personal Care",89.0,89.0
Dettol Original Liquid Handwash Refill,2,2,"Paan Corner, Personal Care",109.0,109.0
Dettol Original Soap (B4G1),2,2,"Paan Corner, Personal Care",260.0,260.0
Dettol SKincare Handwash Value Refill,2,2,"Paan Corner, Personal Care",109.0,109.0
Dettol Skincare Liquid Hand Wash,2,2,"Paan Corner, Personal Care",79.0,79.0
Dhara Groundnut Oil (Pouch),2,2,"Cooking Essentials, Munchies",230.0,230.0
Dhara Health Refined Sun Flower Oil Jar,2,2,"Cooking Essentials, Munchies",1200.0,1200.0
Dhara Kachi Ghani Mustard Oil Jar,2,2,"Cooking Essentials, Munchies",1250.0,1250.0
Dhara Life Refined Ricebran Oil (Pouch),2,2,"Cooking Essentials, Munchies",205.0,205.0
Dhara Nourish Refined Sunflower Oil Pouch,2,2,"Cooking Essentials, Munchies",210.0,210.0
Dlecta Cheese Block,2,2,"Beverages, Dairy, Bread & Batter",145.0,145.0
Dlecta Cheese Cubes 2,2,2,"Beverages, Dairy, Bread & Batter",145.0,145.0
Dlecta Natural Cheddar Slices,2,2,"Beverages, Dairy, Bread & Batter",199.0,199.0
Dove Cream Beauty Bathing Bar,2,2,"Paan Corner, Personal Care",235.0,235.0
Dove Dandruff Care Shampoo,2,2,"Paan Corner, Personal Care",158.0,158.0
Dove Dryness Care Conditioner Frizzy & Dry Hair,2,2,"Paan Corner, Personal Care",90.0,90.0
Dove Dryness Care Shampoo,2,2,"Paan Corner, Personal Care",268.0,268.0
Dove Hair Fall Rescue Conditioner,2,2,"Paan Corner, Personal Care",190.0,190.0
Dove Intense Repair Conditioner,2,2,"Paan Corner, Personal Care",190.0,190.0
Dove Pink Rosa Beauty Bathing Bar,2,2,"Paan Corner, Personal Care",245.0,245.0
Dove Pink Rosa Beauty Bathinhg Bar,2,2,"Paan Corner, Personal Care",60.0,60.0
Eastern Cumin Powder,2,2,"Cooking Essentials, Munchies",49.0,49.0
Eastern Super Garam Masala,2,2,"Cooking Essentials, Munchies",74.0,74.0
Eastern Tamarind,2,2,"Cooking Essentials, Munchies",63.0,63.0
Engage Deo Frost,2,2,"Paan Corner, Personal Care",195.0,195.0
"Engage Drizzle Deodorant For Women, Floral And Lavender, Skin Friendly",2,2,"Paan Corner, Personal Care",195.0,195.0
Engage M1 Perfume Spray for Men,2,2,"Paan Corner, Personal Care",210.0,210.0
Engage M2 Perfume Spray For Men,2,2,"Paan Corner, Personal Care",200.0,200.0
Engage M3 Perfume Spray for Men,2,2,"Paan Corner, Personal Care",200.0,200.0
Engage M4 Perfume Spray For Men,2,2,"Paan Corner, Personal Care",200.0,200.0
Engage Man Rush Deodorant,2,2,"Paan Corner, Personal Care",195.0,195.0
Engage Mate For Man Deo Spray,2,2,"Paan Corner, Personal Care",195.0,195.0
Engage Rush Deodorant For Men,2,2,"Paan Corner, Personal Care",190.0,190.0
"Engage Urge Deodorant For Men, Citrus And Woody, Skin Friendly",2,2,"Paan Corner, Personal Care",195.0,195.0
Engage Woman Blush Body Deo Spray,2,2,"Paan Corner, Personal Care",195.0,195.0
Epicurea Sushi Rice,2,2,"Cooking Essentials, Munchies",295.0,295.0
Epicurea Thai Jasmine Rice,2,2,"Cooking Essentials, Munchies",295.0,295.0
Epigamia Almond Milk Unsweetened Dairy Free,2,2,"Beverages, Dairy, Bread & Batter",300.0,300.0
Epigamia Greek Yogurt - Natural,2,2,"Beverages, Dairy, Bread & Batter",200.0,200.0
Epigamia Misti Doi,2,2,"Beverages, Dairy, Bread & Batter",30.0,30.0
Epigamia Natural Greek Yogurt,2,2,"Beverages, Dairy, Bread & Batter",45.0,45.0
Everest Amchur Powder,2,2,"Cooking Essentials, Munchies",42.0,42.0
Everest Black Pepper Powder,2,2,"Cooking Essentials, Munchies",135.0,135.0
Everest Chaat Masala,2,2,"Cooking Essentials, Munchies",35.0,35.0
Everest Chat Masala,2,2,"Cooking Essentials, Munchies",65.0,65.0
Everest Chole Masala,2,2,"Cooking Essentials, Munchies",33.0,33.0
Everest Cumin Powder (Jeera),2,2,"Cooking Essentials, Munchies",30.0,30.0
Everest Dry Ginger Powder,2,2,"Cooking Essentials, Munchies",75.0,75.0
Everest Dry Mango Powder,2,2,"Cooking Essentials, Munchies",80.0,80.0
Everest Hingraj Powder,2,2,"Cooking Essentials, Munchies",90.0,90.0
Everest Kashmiri Lal Chilli Powder,2,2,"Cooking Essentials, Munchies",310.0,310.0
Everest Kasuri Methi,2,2,"Cooking Essentials, Munchies",25.0,25.0
Everest Pani Puri Masala,2,2,"Cooking Essentials, Munchies",31.0,31.0
Everest Powder - Tea Masala,2,2,"Cooking Essentials, Munchies",98.0,98.0
Everest Rajma Masala,2,2,"Cooking Essentials, Munchies",33.0,33.0
Everest Sabji Masala,2,2,"Cooking Essentials, Munchies",30.0,30.0
Everest Saffron Kesar,2,2,"Cooking Essentials, Munchies",120.0,120.0
Everest Sambhar Masala,2,2,"Cooking Essentials, Munchies",34.0,34.0
Everest Shahi Paneer Masala,2,2,"Cooking Essentials, Munchies",42.0,42.0
Everest Tea Masala,2,2,"Cooking Essentials, Munchies",55.0,55.0
Everest Tikhalal Chilli Powder,2,2,"Cooking Essentials, Munchies",235.0,235.0
Everest Tikhalal Hot & Red Chilly Powder,2,2,"Cooking Essentials, Munchies",47.0,47.0
Everest Turmeric Powder,2,2,"Cooking Essentials, Munchies",67.0,67.0
Fem Fairness Natural Gold Skin Bleach,2,2,"Paan Corner, Personal Care",85.0,85.0
Fem Fairness Naturals Gold Skin Bleach,2,2,"Paan Corner, Personal Care",65.0,65.0
Fem Fairness Naturals Hair Removal Cream Fair & Soft - Gold,2,2,"Paan Corner, Personal Care",65.0,65.0
Fem Fairness Naturals Hair Removal Cream Fair & Soft - Rose,2,2,"Paan Corner, Personal Care",65.0,65.0
Fem Fairness Naturals Saffron Skin Bleach,2,2,"Paan Corner, Personal Care",85.0,85.0
Fiama Di Wills Lemongrass & Jojoba Gel Bar,2,2,"Paan Corner, Personal Care",176.0,176.0
Fiama Di Wills Men's Refreshing Pulse Shower Gel,2,2,"Paan Corner, Personal Care",225.0,225.0
Fiama Di Wills Shower Gel Patchouli & Macadamia,2,2,"Paan Corner, Personal Care",199.0,199.0
Fiama Fresh Hand Wash,2,2,"Paan Corner, Personal Care",150.0,150.0
Fiama Gel Bar Celebration Pack Buy 4 Get 1 Free,2,2,"Paan Corner, Personal Care",290.0,290.0
Fiama Lemongrass and Jojoba Shower Gel,2,2,"Paan Corner, Personal Care",225.0,225.0
Fiama Menthol & Magnolia Cooling Gel Bar Soap,2,2,"Paan Corner, Personal Care",160.0,160.0
Fiama Peach & Avocado Gel Bar,2,2,"Paan Corner, Personal Care",176.0,176.0
Fiama Scents Juniper & Geranium Body Wash,2,2,"Paan Corner, Personal Care",199.0,199.0
Figaro Pure Olive Oil,2,2,"Cooking Essentials, Munchies",325.0,325.0
Flying Bird Butter Scotch Essence,2,2,"Cooking Essentials, Munchies",50.0,50.0
Flying Bird Food Essence - Kewra,2,2,"Cooking Essentials, Munchies",50.0,50.0
Flying Bird Pineapple Artifical Food Essence,2,2,"Cooking Essentials, Munchies",50.0,50.0
Flying Bird Premium Orange Artificial Food Essence,2,2,"Cooking Essentials, Munchies",60.0,60.0
Flying Bird Vanilla Essence,2,2,"Cooking Essentials, Munchies",35.0,35.0
Fogg Master - Royal Intense,2,2,"Paan Corner, Personal Care",250.0,250.0
Fogg Paradise Fragrant Body Spray For Women,2,2,"Paan Corner, Personal Care",250.0,250.0
Fogg Royal Fragrance Spray,2,2,"Paan Corner, Personal Care",230.0,230.0
Fortune Besan Flour,2,2,"Cooking Essentials, Munchies",120.0,120.0
Fortune Biriyani Special Basmati Rice,2,2,"Cooking Essentials, Munchies",175.0,175.0
Fortune Kachi Ghani Mustard Oil Bottle,2,2,"Cooking Essentials, Munchies",216.0,216.0
